Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1753182721,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753182722,50,,Aggregated,0.000000,0.000000,31,32,32,32,33,33,33,33,33,33,33,50,0,31,28.056952679980895,9.127506999902835,33.06807700028003,32768.0
1753182723,100,,Aggregated,0.000000,0.000000,21,26,31,32,32,33,33,33,33,33,33,100,0,21,22.210882009994748,8.632995999960258,33.06807700028003,32768.0
1753182724,150,,Aggregated,50.000000,0.000000,15,18,21,24,32,32,33,33,33,33,33,200,0,15,15.093442205011343,1.248254999609344,33.06807700028003,32768.0
1753182725,200,,Aggregated,50.000000,0.000000,14,16,19,20,30,32,33,33,33,33,33,300,0,14,12.997373789993011,1.248254999609344,33.06807700028003,32768.0
1753182726,250,,Aggregated,50.000000,0.000000,14,16,20,24,33,50,51,51,52,52,52,400,0,14,15.199535000002697,1.248254999609344,52.13916600041557,32768.0
1753182727,300,,Aggregated,62.500000,0.000000,12,15,18,20,32,49,51,51,52,52,52,550,0,11,12.915992167276768,1.0312539998267312,52.13916600041557,32768.0
1753182728,350,,Aggregated,70.000000,0.000000,8,15,16,19,30,49,51,51,52,52,52,700,0,6,11.529366502861974,1.0312539998267312,52.13916600041557,32768.0
1753182729,400,,Aggregated,83.333333,0.000000,3,14,15,17,21,33,50,51,52,52,52,900,0,3,10.196439015556583,1.0312539998267312,52.13916600041557,32768.0
1753182730,450,,Aggregated,92.857143,0.000000,2,13,15,16,20,32,50,51,51,52,52,1100,0,2,9.247386931822554,1.0312539998267312,52.13916600041557,32768.0
1753182731,500,,Aggregated,100.000000,0.000000,2,12,15,15,20,31,49,51,51,52,52,1300,0,2,8.644827993849644,1.0312539998267312,52.13916600041557,32768.0
1753182732,550,,Aggregated,111.111111,0.000000,2,11,14,15,21,37,49,51,51,52,52,1550,0,2,8.709882583876723,1.0312539998267312,52.13916600041557,32768.0
1753182733,600,,Aggregated,120.000000,0.000000,2,3,14,15,20,33,49,50,51,52,52,1800,0,2,8.156905523894693,1.0312539998267312,52.13916600041557,32768.0
1753182734,650,,Aggregated,138.600000,0.000000,2,3,13,15,19,32,40,50,51,52,52,2100,0,2,7.549370915242305,0.965162000284181,52.13916600041557,32768.0
1753182735,700,,Aggregated,159.000000,0.000000,2,3,12,14,18,30,40,50,51,52,52,2400,0,2,7.066029259171008,0.965162000284181,52.13916600041557,32768.0
1753182736,750,,Aggregated,179.100000,0.000000,2,2,12,14,17,22,39,49,51,52,52,2700,0,2,6.718820573706345,0.965162000284181,52.13916600041557,32768.0
1753182737,800,,Aggregated,198.400000,0.000000,2,2,11,13,17,21,39,49,51,52,52,3050,0,2,6.380805567544142,0.965162000284181,52.13916600041557,32768.0
1753182738,850,,Aggregated,217.300000,0.000000,2,2,8,13,16,20,38,49,51,52,52,3400,0,2,6.120077436177432,0.965162000284181,52.13916600041557,32768.0
1753182739,900,,Aggregated,234.900000,0.000000,2,2,3,12,16,19,37,49,51,52,52,3798,0,2,5.826141708792391,0.9311759999945934,52.13916600041557,32768.0
1753182740,950,,Aggregated,254.900000,0.000000,2,2,3,12,15,19,36,40,51,52,52,4198,0,2,5.581087439969248,0.9311759999945934,52.13916600041557,32768.0
1753182741,1000,,Aggregated,274.300000,0.000000,2,2,3,11,15,19,39,45,51,52,52,4599,0,2,5.692866196779313,0.9311759999945934,52.13916600041557,32768.0
1753182742,1000,,Aggregated,294.700000,0.000000,2,2,3,8,15,19,39,45,51,52,52,5000,0,2,5.408294834998287,0.9311759999945934,52.13916600041557,32768.0
1753182743,1000,,Aggregated,314.200000,0.000000,2,2,3,3,15,19,38,45,51,52,52,5395,0,2,5.171193122519311,0.9311759999945934,52.13916600041557,32768.0
1753182744,1000,,Aggregated,324.500000,0.000000,2,2,3,3,15,18,37,44,51,52,52,5784,0,2,4.9740631970929545,0.9311759999945934,52.13916600041557,32768.0
1753182745,1000,,Aggregated,340.100000,0.000000,2,2,3,3,14,18,36,44,51,52,52,6189,0,2,4.794724747775403,0.9311759999945934,52.13916600041557,32768.0
